xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PB04755	Böcksler	Böcksler	Substantiv	1	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Weinbrand; Federweißer
PB04761	Bocks-seiche	Bocksseiche	Substantiv	-	schlechtes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Radler; Leichtbier	Bier; Radler; Leichtbier; Kellerbier; Biermischgetränk
PB04859	Bohnen-kaffee	Bohnenkaffee	Substantiv	-	Bohnenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Bohnenkaffee	Bohnenkaffee	Bohnenkaffee; Gerstenkaffee; Getreidekaffee	Bohnenkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee
PB04922	Polack	Polack	Substantiv	5	Rest eines Getränkes im Glas	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Gesöff; das Trinken	Gesöff; Trank; Trunk; das Trinken; Drink; Getränk	Gesöff; Trank; Trunk; Drink; Getränk; das Trinken
PB05629	Brannte-wein, Brannt-wein	Branntewein, Branntwein	Substantiv	-	Branntewein, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Anisschnaps; Kurzer; Feuerwasser
PB05642	Branntwein-schnäpsel	Branntweinschnäpsel	Substantiv	-	ein Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps; Reisschnaps	Branntewein; Branntwein; Schnaps; Kurzer; Feuerwasser; Reisschnaps; Zuckerrohrschnaps
PB05724	Bratz	Bratz	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Lorke; Plämpe	Brühe; Lorke; Plämpe; Lurke; Gesöff; Plörre	Brühe; Lorke; Plämpe; Plörre; Plempe; Lurke; Geschlapp; Gesöff; Plampel
PB05741	Brauhaus-bier	Brauhausbier	Substantiv	-	Biersorte aus Frankth	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bockbier	Bockbier; Biermischgetränk; Bier-Limonade-Mix	Bockbier; Biermischgetränk; Bier-Limonade-Mix; Bier; Bock
PB06029	Preß-most	Preßmost	Substantiv	-	durch Pressen gewonnener Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft	Obstsaft	Obstsaft; Fruchtsaft; Orangensaft; Saft	Obstsaft; Fruchtsaft; Orangensaft; Gemüsesaft; Tomatensaft; Saft; O-Saft
PB06123	Briester	Briester	Substantiv	-	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Ziegenmilch	Kuhmilch; Kuhsaft; Ziegenmilch; Hafermilch; Büchsenmilch
PB06125	Briester-milch	Briestermilch	Substantiv	-	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Milch	Kuhmilch; Kuhsaft; Milch; Trinkmilch; Büchsenmilch
PB06313	Brombeerenlaub-tee	Brombeerenlaubtee	Substantiv	-	Brombeerenblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Kräutertee	Kräutertee; Früchtetee; Grüntee	Kräutertee; Früchtetee; Grüntee; Förstertee; Tee
PB06562	Brühe	Brühe	Substantiv	3b	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Lorke; Plämpe	Brühe; Lorke; Lurke; Gesöff; Plämpe	Brühe; Lorke; Lurke; Plempe; Geschlapp; Gesöff; Plämpe; Plörre; Plampel
PB06562	Brühe	Brühe	Substantiv	2	Beeren-, Gemüsesaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Gemüsesaft; Obstsaft	Gemüsesaft	Gemüsesaft; Obstsaft; Fruchtsaft; Saft	Gemüsesaft; Obstsaft; Fruchtsaft; Saft; Karottensaft; Tomatensaft
PB06562	Brühe	Brühe	Substantiv	3a	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gesöff; Gänsewein
PB06629	Brummelsbeerblätter-tee	Brummelsbeerblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Früchtetee	Früchtetee; Tee; Kräutertee	Früchtetee; Tee; Kräutertee; Förstertee; Jägertee
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Lorke; Geschlapp; Plämpe	Brühe; Lorke; Lurke; Gesöff; Plämpe; Geschlapp	Brühe; Lorke; Lurke; Plempe; Geschlapp; Gesöff; Plämpe; Plörre; Plampel
PB06831	Bruttel	Bruttel	Substantiv	1c	trübe Brühe	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trunk; Trank	das Trinken; Getränk; Trank; Trunk	das Trinken; Getränk; Trank; Gesöff; Drink; Trunk
PB06832	Bruttel-brühe	Bruttelbrühe	Substantiv	-	schlechtes Kaffeegetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe	Geplämpe; Geschlapp; Plörre; Lurke; Plempe; Plampel; Plämpe	Geplämpe; Geschlapp; Plörre; Plämpe; Plampel; Lurke; Plempe
PB06974	Büchsen-milch	Büchsenmilch	Substantiv	-	Büchsenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Büchsenmilch	Büchsenmilch	Büchsenmilch; Dosenmilch; haltbare Milch	Büchsenmilch; Dosenmilch; haltbare Milch; H-Milch; Schickermilch
PB07038	Buckskin	Buckskin	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Sauser; Tafelwein
PB07052	Pudel	Pudel	Substantiv	2.3	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Geschlapp; Plämpe	Brühe; Lorke; Plämpe; Plörre; Gesöff; Geschlapp	Brühe; Lorke; Plämpe; Plörre; Plempe; Lurke; Plampel; Gesöff; Geschlapp
PB07085	Puff	Puff	Substantiv	1.2	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Burgunder
PB07282	Bumpes	Bumpes	Substantiv	1.4	schlechter Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Landwein	Landwein; Wein; Tafelwein	Landwein; Wein; Tafelwein; Weinwarm; Gänsewein
PB07380	Buppes	Buppes	Substantiv	1	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Gänsewein
PB07749	Butter-milch	Buttermilch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; Dickmilch; gestandene Milch	Buttermilch; Dickmilch; gestandene Milch; Sauermilch; saure Milch
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Milch	Kuhmilch; Kuhsaft; Milch; Trinkmilch; haltbare Milch
PB07865	Butzicht-milch	Butzichtmilch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Ziegenmilch	Kuhmilch; Kuhsaft; Ziegenmilch; Hafermilch; Milch
PD00309	Taglöhners-wein, Taglöhner-wein	Taglöhnerswein, Taglöhnerwein	Substantiv	-	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Weinbrand
PD00533	Tal-wein	Talwein	Substantiv	-	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Gänsewein; Tafelwein
PD01407	Tausendgüldenkraut-tee	Tausendgüldenkrauttee	Substantiv	-	Tee aus Tausendguldenkraut	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee; Tee	Förstertee; Teepunsch	Förstertee; Jägertee; Tee; Teepunsch; Grüntee	Förstertee; Jägertee; Tee; Grüntee; Kräutertee; Teepunsch; Teegetränk
PD01569	Tee	Tee	Substantiv	2	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Förstertee; Tee	Kräutertee; Förstertee; Tee; Hüttentee; Kamillentee
PD01569	Tee	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Teegetränk	Tee; Förstertee; Teegetränk; Hüttentee; Jägertee
PD02004	Teufels-gesöff, Teufel-gesöff	Teufelsgesöff, Teufelgesöff	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser
PD02202	Dick-milch	Dickmilch	Substantiv	1	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Dickmilch	Dickmilch; Sauermilch; gestandene Milch	Dickmilch; Sauermilch; gestandene Milch; saure Milch; Vollmilch; haltbare Milch; Buttermilch
PD02573	Tisch-wein	Tischwein	Substantiv	-	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Tafelwein; Gänsewein
PD02627	Dividenden-brühe	Dividendenbrühe	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Bock; Biermischgetränk
PD02628	Dividenden-wasser	Dividendenwasser	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Bock; Leichtbier
PD02922	Doppel-bier	Doppelbier	Substantiv	-	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Starkbier	Starkbier; Dunkelbier; Schwarzbier	Starkbier; Dunkelbier; Schwarzbier; Braunbier; Leichtbier
PD02923	Doppel-bock	Doppelbock	Substantiv	-	besonders starkes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Bockbier	Bockbier; Starkbier; Bier	Bockbier; Starkbier; Bier; Leichtbier; Bock
PD02947	Doppel-kümmel	Doppelkümmel	Substantiv	-	doppelt abgezogener Kümmelbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Wermutbranntwein; Fencheltee	Kümmelbranntwein; Wermutbranntwein; Fencheltee; Wermutschnaps; Kornbranntwein
PD03425	Drachen-töter	Drachentöter	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Most	Wein; Landwein; Most; Bock; Weinwarm
PD03596	Trank	Trank	Substantiv	1	Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk; Trank	Getränk; Drink; Trunk; Trank; das Trinken
PD03746	Trauben-most	Traubenmost	Substantiv	-	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubenmost	Traubenmost	Traubenmost; Traubensaft; Rebensaft	Traubenmost; Traubensaft; Rebensaft; Most; Süßmost
PD03753	Trauben-puff	Traubenpuff	Substantiv	-	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Federweißer	Wein; Rebensaft; Federweißer; Sauser; Weinwarm
PD03764	Trauben-wein	Traubenwein	Substantiv	-	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Fruchtwein	Fruchtwein; Rebensaft; Obstwein	Fruchtwein; Rebensaft; Obstwein; Wein; Tafelwein
PD03870	Treber-most	Trebermost	Substantiv		Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Tafelwein; Gänsewein
PD03871	Treber-wein	Treberwein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Weinbrand; Gänsewein
PD03964	Dreck-milch	Dreckmilch	Substantiv	-	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Ziegenmilch; Milch	Kuhmilch; Ziegenmilch; Milch; Bock; Schickermilch
PD04171	Drei-männer	Dreimänner	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gänsewein; Porter
PD04173	Dreimänner-wein	Dreimännerwein	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Weinwarm; Rebensaft	Wein; Weinwarm; Rebensaft; Sauser; Süßwein
PD04291	Trester-most	Trestermost	Substantiv	-	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Weinwarm; Burgunder
PD04295	Trester-schnaps	Tresterschnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Tresterbrand; Tresterschnaps	Weinbrand	Weinbrand; Hochprozentiges; Branntewein	Weinbrand; Hochprozentiges; Branntewein; Anisschnaps; Feuerwasser
PD04296	Trester-wasser	Tresterwasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Traubensaft; Tafelwein
PD04431	Trink	Trink	Substantiv		Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk	Trunk; Trank; Getränk; Drink	Trunk; Trank; Getränk; Gesöff; Drink; das Trinken
PD04433	Trink-branntwein	Trinkbranntwein	Substantiv	-	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Schnaps; Kurzer	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
PD04436	Trinkens, Trinken	Trinkens, Trinken	Substantiv	2a	Getränk für Menschen	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trank; das Trinken	Trank; das Trinken; Trunk; Getränk; Drink	Trank; das Trinken; Trunk; Getränk; Drink; Gesöff
PD04445	Trink-wasser	Trinkwasser	Substantiv	-	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinkwasser	Trinkwasser	Trinkwasser; Leitungswasser; Brunnenwasser	Trinkwasser; Leitungswasser; Brunnenwasser; Quellwasser; Mineralwasser
PD04446	Trink-wein	Trinkwein	Substantiv	-	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Weinbrand; Federweißer
PD04512	Triumph-bock	Triumphbock	Substantiv	-	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bockbier	Bier	Bier; Radler; Biermischgetränk	Bier; Radler; Biermischgetränk; Kellerbier; Bockbier
PD04611	Tropfs-bier	Tropfsbier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Bier; Bockbier	Kellerbier; Bier; Bockbier; Bock; Biermischgetränk
PD04669	Trub, Trube	Trub, Trube	Substantiv	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Trinkbares; Trinkware	Wein; Trinkbares; Trinkware; das Trinken; Tropfen
PD04688	Trub-wein	Trubwein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Weinbrand
PD04691	Druck	Druck	Substantiv	3	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Most	Most; Traubenmost; Süßmost	Most; Traubenmost; Süßmost; Rebensaft; Traubensaft
PD04713	Drücker	Drücker	Substantiv	1c	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Most	Most; Traubenmost; Traubensaft	Most; Traubenmost; Traubensaft; Kuhsaft; Zuckersaft
PD04718	Drücker-wein	Drückerwein	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Tresterbrand
PD04804	Trunk	Trunk	Substantiv	2	Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk	Getränk; Drink; Trunk; Trank; das Trinken
PD04804	Trunk	Trunk	Substantiv	1	was man auf einmal trinkt	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trank; Trunk; Drink; Getränk	das Trinken; Trank; Trunk; Drink; Getränk
PD04809	Trunk-wein	Trunkwein	Substantiv	x	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Gänsewein; Kranenberger
PD04832	Druschelbeeren-wein	Druschelbeerenwein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein	Fruchtwein; Obstwein; Obstwasser	Fruchtwein; Obstwein; Obstwasser; Obstbrand; Obstler
PD04844	Druschel-schnaps	Druschelschnaps	Substantiv	-	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstbrand; Obstler	Obstbrand; Obstler; Obstwasser; Obstschnaps	Obstbrand; Obstler; Obstwasser; Obstschnaps; Obstgeist
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein	Fruchtwein; Obstwein; Obstwasser; Likörwein	Fruchtwein; Obstwein; Obstwasser; Obstbrand; Obstler; Likörwein; Palmwein; Erdbeermilch
PD05026	Dullianer	Dullianer	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Obstwein
PD05027	Dullianer-brühe	Dullianerbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
PD05594	Türken-wein	Türkenwein	Substantiv		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Prädikatswein; Tafelwein
PD05604	Turko	Turko	Substantiv	2	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Pumpenheimer
PD05776	Tut	Tut	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Dosenmilch	Milch; Trinkmilch; Dosenmilch; Milchmischgetränk; Milchshake
PE00146	Edel-wein	Edelwein	Substantiv	-	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Qualitätswein	Qualitätswein; Prädikatswein; Süßwein	Qualitätswein; Prädikatswein; Süßwein; Tafelwein; Eiswein
PE00257	Ehr-wein	Ehrwein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein	Prädikatswein; Qualitätswein; Süßwein; Rebensaft	Prädikatswein; Qualitätswein; Süßwein; Tafelwein; Weinwarm; Rebensaft
PE00282	Eichel-kaffee	Eichelkaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Eichelkaffee; Ersatzkaffee; Kaffeeersatz	Kaffeeersatz; Eichelkaffee	Kaffeeersatz; Ersatzkaffee; Eichelkaffee	Kaffeeersatz; Ersatzkaffee; Eichelkaffee; Muckefuck; Röstkaffee; Eiskaffee; Getreidekaffee; Filterkaffee
PE00406	Eier-wein	Eierwein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Tafelwein	Tafelwein; Eiswein; Portwein	Tafelwein; Eiswein; Portwein; Wein; Rebensaft
PE01305	Elfer, Elfter	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein; Perlwein; Sauser	Prädikatswein; Qualitätswein; Perlwein; Starkbier; Bordeaux; Sauser; Rebensaft; Federweißer
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Likör	Johannisbeerlikör	Johannisbeerlikör; Cassis; Likör	Johannisbeerlikör; Cassis; Likör; Fruchtnektar; Likörwein
PE01783	Erdbeeren-wein, Erdbeer-wein	Erdbeerenwein, Erdbeerwein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein	Fruchtwein; Obstwein; Apfelperlwein; Burgunder	Fruchtwein; Obstwein; Apfelperlwein; Apfelwein; Fencheltee; Burgunder; Rebensaft; Tafelwein
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Federweißer
PE02053	Erst-milch	Erstmilch	Substantiv	-	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Milch	Kuhmilch; Kuhsaft; Milch; Trinkmilch; Büchsenmilch
PE02096	Erz-engeler	Erzengeler	Substantiv	-	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Weinbrand
PE02211	Essenz	Essenz	Substantiv	1	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Kaffeeersatz; Zichorienkaffee	Zichorienkaffee	Zichorienkaffee; Kaffeeersatz; Instantkaffee; Ersatzkaffee; Gerstenkaltschalte	Zichorienkaffee; Kaffeeersatz; Instantkaffee; Ersatzkaffee; Filterkaffee; Eichelkaffee; Gerstenkaltschalte; EspressomitSchuss; Espresso
PE02324	Eulen-seiche	Eulenseiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; das Trinken; Bock
