xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
EW00952	würflen	Verb	2.	sich erbrechen, besonders infolge von Trunkenheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW01086	Wirt, Wurt, Wert	Substantiv		Wirt, Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW01088	Wirtinne, Wirten	Substantiv		Wirtin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW01090	Wirtschaft	Substantiv		Wirtschaft, Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW01297	Wäsch  I	Substantiv	3.	Weinstein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00047	verzëchen	Verb		verzechen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00429	Zapfen	Substantiv	1.	Zapfen am Fass, der Flasche, am Gebälk	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00429	Zapfen	Substantiv	4.	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00429	Zapfen	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00445	Vollzapfen	Substantiv		Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00451	zapfen	Verb		Wein schenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00456	Zäpfer	Substantiv	1.	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00475	Zopf	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00494	verzehren	Verb	2.	in einem Wirtshaus ausgeben (nicht bloss für Nahrung), konsumieren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EZ00613	Zottel	Substantiv	3.	Hals einer Flasche; Ansatzstück einer Giesskanne	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
