xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Konzept_gemappt
ER00518	Ruckerst	Ruckerst	Substantiv		beim Ballspiel der zwischen den vier Ecken belegene Raum	['beim Ballspiel der zwischen den vier Ecken belegene Raum']	kein_Trinken					
EG00197	geffen	geffen	Verb		dürfen	['dürfen']	kein_Trinken			dürfen	kein_Trinken	kein_Trinken
EP03852	brun	brun	Adjektiv		braun	['braun']	kein_Trinken			braun	kein_Trinken	kein_Trinken
ET00979	Tapen, Topen	Tapen, Topen	Substantiv	1.	Pfote, Tatze, insbes. die Pfote der Katze	['Pfote', 'Tatze', 'insbes. die Pfote der Katze']	kein_Trinken					
EA00451	Aktion	Aktion	Substantiv		Actie	['Actie']	kein_Trinken			Actie	kein_Trinken	kein_Trinken
ES00890	sin, sein 	sin, sein	Verb		sein	['sein']	kein_Trinken			sein	kein_Trinken	kein_Trinken
EA00144	Ablässel	Ablässel	Substantiv		Medaille mit Heiligenbild	['Medaille mit Heiligenbild']	kein_Trinken					
EF01337	Flutt	Flutt	Substantiv	1.	Kloss aus Mehl, Kartoffeln	['Kloss aus Mehl', 'Kartoffeln']	kein_Trinken					
EP01795	erbarmen	erbarmen	Verb		Meist nur in der halb hochd. Litanei - Formel	['Meist nur in der halb hochd. Litanei - Formel']	kein_Trinken					
ET02243	Trosel, Trossel	Trosel, Trossel	Substantiv	1.	Troddel, Franse, Quaste, bes. am Frauenhalstuch	['Troddel', 'Franse', 'Quaste', 'bes. am Frauenhalstuch']	kein_Trinken					
EK01162	Kassematte	Kassematte	Substantiv		bombenfestes Gewölbe; Gefängnis	['bombenfestes Gewölbe', 'Gefängnis']	kein_Trinken					
EP01005	Bein	Bein	Substantiv	1.	Bein	['Bein']	kein_Trinken			Bein	kein_Trinken	kein_Trinken
ES01350	Schaub I	Schaub	Substantiv	1.	Bund Stroh, gutes langes Roggenstroh S., schön geordnetes Dachstroh	['Bund Stroh', 'gutes langes Roggenstroh S.', 'schön geordnetes Dachstroh']	kein_Trinken					
EW01486	Wüwele	Wüwele	Substantiv		Läuse	['Läuse']	kein_Trinken			Läuse	kein_Trinken	kein_Trinken
EK02545	krixen	krixen	Verb		knirschen mit den Zähnen oder vom Schnee; knarren (Thüre, Stuhl)	['knirschen mit den Zähnen oder vom Schnee', 'knarren (Thüre', 'Stuhl)']	kein_Trinken					
EP01217	Bungst, Buns(t)	Bungst, Bunst, Buns	Substantiv		Bienenkorb aus Stroh	['Bienenkorb aus Stroh']	kein_Trinken					
ET01352	Turtel	Turtel	Substantiv		Turteltaube	['Turteltaube']	kein_Trinken			Turteltaube	kein_Trinken	kein_Trinken
ES03583	Schnërsche 	Schnërsche	Substantiv		Ortsn. Schnersheim bei Truchtersheim	['Ortsn. Schnersheim bei Truchtersheim']	kein_Trinken					
EF01232	Flum, Pflum	Flum, Pflum	Substantiv		Flaum, Flaumfedern, junge weiche Härchen	['Flaum', 'Flaumfedern', 'junge weiche Härchen']	kein_Trinken					
ES03814	schwadelen 	schwadelen	Verb		zu viel sprechen	['zu viel sprechen']	kein_Trinken					
EP02488 	Potschamber	Potschamber	Substantiv	1.	Nachtgeschirr	['Nachtgeschirr']	kein_Trinken			Nachtgeschirr	kein_Trinken	kein_Trinken
ES01418	Schochen	Schochen	Substantiv	1.	Haufen Heu von geringem Umfang	['Haufen Heu von geringem Umfang']	kein_Trinken					
EH01024	Hanf(t)	Hanft, Hanf	Substantiv		Hanf	['Hanf']	kein_Trinken			Hanf	kein_Trinken	kein_Trinken
EM01132	Marter, Martel	Marter, Martel	Substantiv		Marter, Qual	['Marter', 'Qual']	kein_Trinken					
EG01080	Gater	Gater	Substantiv		das erste Lederstück, wenn man den Absatz aufsetzt	['das erste Lederstück', 'wenn man den Absatz aufsetzt']	kein_Trinken					
EP00513	Bicker II	Bicker	Substantiv	1.	Person mit verstocktem Sinn	['Person mit verstocktem Sinn']	kein_Trinken					
EG01220	Gix I	Gix	Substantiv		Schrei, Laut, Wörtchen; fast nur in der Rda	['Schrei', 'Laut', 'Wörtchen', 'fast nur in der Rda']	kein_Trinken					
ES02919	schlirgen	schlirgen	Verb	1.	schmieren, sudeln, besudeln; schlecht malen	['schmieren', 'sudeln', 'besudeln', 'schlecht malen']	kein_Trinken					
EP00162	Buech, Buch	Buech, Buch	Substantiv	1.	Buch	['Buch']	kein_Trinken			Buch	kein_Trinken	kein_Trinken
ES04648	Staches	Staches	Substantiv		schwacher, einfältiger Mensch	['schwacher', 'einfältiger Mensch']	kein_Trinken					
ET01667	Tëxt	Tëxt	Substantiv		Text, Bibelstelle	['Text', 'Bibelstelle']	kein_Trinken					
EG00146	Gob	Gob	Substantiv		grüne Wanze	['grüne Wanze']	kein_Trinken					
EW00093	wubben	wubben	Verb		schlagen, hauen, prügeln	['schlagen', 'hauen', 'prügeln']	kein_Trinken					
EA00334	Agele, Agel	Agele, Agel	Substantiv		Granne, Spelze der Getreideähre, besonders Gerste; die holzigen Teile des Hanfs, die sich beim Brechen ablösen, Splitter, die bes. zum Feueranzünden dienen	['Granne', 'Spelze der Getreideähre', 'besonders Gerste', 'die holzigen Teile des Hanfs, die sich beim Brechen ablösen', 'Splitter, die bes. zum Feueranzünden dienen']	kein_Trinken					
ES00713	Silinle	Silinle	Substantiv		kleine Nägel, 6 Linien lang Westhalten	['kleine Nägel', '6 Linien lang Westhalten']	kein_Trinken					
EH00542	Holefërnes 	Holefërnes	Substantiv		stolzer Mensch; grosser und magerer Mann	['stolzer Mensch', 'grosser und magerer Mann']	kein_Trinken					
ET01262	Därlewätsch	Därlewätsch	Substantiv		Klatschbase	['Klatschbase']	kein_Trinken			Klatschbase	kein_Trinken	kein_Trinken
EM00301	Majosch	Majosch	Substantiv		Werkzeug des Schusters zum Glätten der Sohlen, frz. mailloche	['Werkzeug des Schusters zum Glätten der Sohlen', 'frz. mailloche']	kein_Trinken					
EL01388	Last	Last	Substantiv	1.	Last	['Last']	kein_Trinken			Last	kein_Trinken	kein_Trinken
EQ00035	Qualität	Qualität	Substantiv		Beschaffenheit	['Beschaffenheit']	kein_Trinken			Beschaffenheit	kein_Trinken	kein_Trinken
EH01621	Hussel	Hussel	Substantiv		Rotschwänzchen	['Rotschwänzchen']	kein_Trinken			Rotschwänzchen	kein_Trinken	kein_Trinken
ET00840	Dunder II	Dunder	Substantiv		Donner	['Donner']	kein_Trinken			Donner	kein_Trinken	kein_Trinken
ES03053	Schmid	Schmid	Substantiv		Schmied	['Schmied']	kein_Trinken			Schmied	kein_Trinken	kein_Trinken
ER00921	Reparation	Reparation	Substantiv		Veränderung, Wiederherstellung, Reparatur	['Veränderung', 'Wiederherstellung', 'Reparatur']	kein_Trinken					
EP00053	Bobinle, Bobinel 	Bobinle, Bobinel	Substantiv		Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier	['Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier']	kein_Trinken					
EK02345	kritizieren	kritizieren	Verb		(unbefugt) beurteilen, bekritteln	['(unbefugt) beurteilen', 'bekritteln']	kein_Trinken					
ES00397	Sëgen 	Sëgen	Substantiv	1.	Segen	['Segen']	kein_Trinken			Segen	kein_Trinken	kein_Trinken
EM01386	Maschin(e)	Maschine, Maschin	Substantiv		Maschine, bes. Dreschmaschine	['Maschine', 'bes. Dreschmaschine']	kein_Trinken					
ET01322	thurnieren	thurnieren	Verb		poltern, lärmen	['poltern', 'lärmen']	kein_Trinken					
EK00563	Kanali, Kanari	Kanali, Kanari	Substantiv		Kanarienvogel	['Kanarienvogel']	kein_Trinken			Kanarienvogel	kein_Trinken	kein_Trinken
EP01466	Bahr 	Bahr	Substantiv		Bahre, Totenbahre	['Bahre', 'Totenbahre']	kein_Trinken					
EK01340	Kittel	Kittel	Substantiv	1.	Kittel, Rock	['Kittel', 'Rock']	kein_Trinken					
ER00809	Ring	Ring	Substantiv	1.	Ring, Fingerring	['Ring', 'Fingerring']	kein_Trinken					
EW00834	Wankel	Wankel	Substantiv		Spielraum, Raum zu freier Bewegung	['Spielraum', 'Raum zu freier Bewegung']	kein_Trinken					
EH01814	Hëx 	Hëx	Substantiv	1.	Hexe	['Hexe']	kein_Trinken			Hexe	kein_Trinken	kein_Trinken
ET01396	Dusel	Dusel	Substantiv	1.	Dusel, schlaftrunkener Zustand, Taumel	['Dusel', 'schlaftrunkener Zustand', 'Taumel']	kein_Trinken					
ES01167	Sass	Sass	Substantiv		Sitzplatz, kunstlos durch Erdanhäufung u. dergl. vor dem Hause hergestellt; hölzerner od. steinerner Block, der sich zum Sitzen eignet	['Sitzplatz', 'kunstlos durch Erdanhäufung u. dergl. vor dem Hause hergestellt', 'hölzerner od. steinerner Block, der sich zum Sitzen eignet']	kein_Trinken					
ES03543	Schnuer, Schnur	Schnuer, Schnur	Substantiv	1.	Schnur	['Schnur']	kein_Trinken			Schnur	kein_Trinken	kein_Trinken
EK00180	kudern	kudern	Verb		kauern, hocken	['kauern', 'hocken']	kein_Trinken					
EP02066	Bossel, Bosel	Bossel, Bosel	Substantiv	1.	Person, die alle niedrigen, unangenehmen Dienste verrichtet, Kalfakter	['Person, die alle niedrigen', 'unangenehmen Dienste verrichtet', 'Kalfakter']	kein_Trinken					
ET00285	Tafel(e)	Tafele, Tafel	Substantiv	1.	Wandtafel in der Schule	['Wandtafel in der Schule']	kein_Trinken					
EM00128	Maicher, Maicherle 	Maicher, Maicherle	Substantiv		saurer Apfel	['saurer Apfel']	kein_Trinken					
EF01183	fliehen	fliehen	Verb		fliehen	['fliehen']	kein_Trinken			fliehen	kein_Trinken	kein_Trinken
EP00894	Pomeranz	Pomeranz	Substantiv	1.	Apfelsine allg	['Apfelsine allg']	kein_Trinken					
EP02135	Pauschen	Pauschen	Substantiv		Haufen ungeordneter Dinge	['Haufen ungeordneter Dinge']	kein_Trinken					
ER00360	Rifen	Rifen	Substantiv	1.	Reif	['Reif']	kein_Trinken			Reif	kein_Trinken	kein_Trinken
ES03461	Schnipper	Schnipper	Substantiv	1.	Schneller, den man mit 2 Fingern, gew. mit Daumen und Mittelfinger, gibt	['Schneller, den man mit 2 Fingern', 'gew. mit Daumen und Mittelfinger', 'gibt']	kein_Trinken					
EK01560	Klack	Klack	Substantiv		Riss an der Hand und bes. an den Lippen in Folge der Kälte	['Riss an der Hand und bes. an den Lippen in Folge der Kälte']	kein_Trinken					
ET02059	Triemen, Trumen	Triemen, Trumen	Substantiv		Endstück vom Aufzug eines Gewebes. An die abgeschnittenen Endfäden des alten Zettels wird der neue angedreht	['Endstück vom Aufzug eines Gewebes. An die abgeschnittenen Endfäden des alten Zettels wird der neue angedreht']	kein_Trinken					
EN00501	nausen	nausen	Verb	1.	zudringlich und in weinerlichem Tone verlangen, weinen, launisch sein, mürrisch sein	['zudringlich und in weinerlichem Tone verlangen', 'weinen', 'launisch sein', 'mürrisch sein']	kein_Trinken					
ER00348	Rëff 	Rëff	Substantiv	1.	Rückenkorb	['Rückenkorb']	kein_Trinken			Rückenkorb	kein_Trinken	kein_Trinken
ET01994	traktieren	traktieren	Verb	1.	züchtigen, bändigen	['züchtigen', 'bändigen']	kein_Trinken					
ES03743	Schramme	Schramme	Substantiv	1.	Schnittwunde	['Schnittwunde']	kein_Trinken			Schnittwunde	kein_Trinken	kein_Trinken
EH00494	häl	häl	Adjektiv		dürr	['dürr']	kein_Trinken			dürr	kein_Trinken	kein_Trinken
EL00189	Liche	Liche	Substantiv	1.	der Tote	['der Tote']	kein_Trinken					
EK01393	Kutter	Kutter	Substantiv		Bettdecke, wollene Decke	['Bettdecke', 'wollene Decke']	kein_Trinken					
EH00546	Holleratti	Holleratti	Substantiv		Unkraut, in Trieben u. Blättern ähnlich wie Hollunder, aber ohne Holz, als Mittel gegen Hühnerläuse gebraucht, indem man einen Busch in den Hühnerstall hängt	['Unkraut', 'in Trieben u. Blättern ähnlich wie Hollunder', 'aber ohne Holz', 'als Mittel gegen Hühnerläuse gebraucht', 'indem man einen Busch in den Hühnerstall hängt']	kein_Trinken					
EM00588	mëlden 	mëlden	Verb		refl. vorsprechen, um etwas zu bekommen	['refl. vorsprechen', 'um etwas zu bekommen']	kein_Trinken					
ES02313	schiessen	schiessen	Verb	1.	schiessen	['schiessen']	kein_Trinken			schiessen	kein_Trinken	kein_Trinken
EZ00196	zackeren	zackeren	Verb	1.	pflügen	['pflügen']	kein_Trinken			pflügen	kein_Trinken	kein_Trinken
EG01526	grüblen	grüblen	Verb		grübeln, scharren, mit den Fingern herausbohren	['grübeln', 'scharren', 'mit den Fingern herausbohren']	kein_Trinken					
ET01474	Dispes	Dispes	Substantiv		Wortstreit	['Wortstreit']	kein_Trinken			Wortstreit	kein_Trinken	kein_Trinken
EN00360	Nina, Nini, Nuna, Nunn	Nina, Nini, Nuna, Nunn	Substantiv		kosende Bezeichnung für Schlaf, bes. in Wiegenliedchen	['kosende Bezeichnung für Schlaf', 'bes. in Wiegenliedchen']	kein_Trinken					
ES05139	stampfen	stampfen	Verb	1.	stampfend auftreten, z. B. aus Zorn	['stampfend auftreten', 'z. B. aus Zorn']	kein_Trinken					
EK01274	Kest(ene)	Kestene, Kest	Substantiv		Kastanie	['Kastanie']	kein_Trinken			Kastanie	kein_Trinken	kein_Trinken
EF01395	Friden	Friden	Substantiv		Frieden, Ruhe, Ungestörtheit	['Frieden', 'Ruhe', 'Ungestörtheit']	kein_Trinken					
ER01514	Rezëpt 	Rezëpt	Substantiv		Rezept, ärztliche Verordnung	['Rezept', 'ärztliche Verordnung']	kein_Trinken					
EP04200	bruttlen	bruttlen	Verb		schmollen, murren	['schmollen', 'murren']	kein_Trinken					
EK00540	Kumper	Kumper	Substantiv		Gevattersmann, auch Anrede bei Begegnung	['Gevattersmann', 'auch Anrede bei Begegnung']	kein_Trinken					
ES04791	Stieg	Stieg	Substantiv		Treppe	['Treppe']	kein_Trinken			Treppe	kein_Trinken	kein_Trinken
EP03941	Brunz	Brunz	Substantiv		Urin	['Urin']	kein_Trinken			Urin	kein_Trinken	kein_Trinken
ET00273	düdle	düdle	Verb		langsam gehn und dabei sich wiegen wie Gänse oder Enten	['langsam gehn und dabei sich wiegen wie Gänse oder Enten']	kein_Trinken					
ES01204	Saat	Saat	Substantiv	1.	Samen	['Samen']	kein_Trinken			Samen	kein_Trinken	kein_Trinken
EL01708	Luzias	Luzias	Substantiv		Eigenname = Lucifer, Teufel	['Eigenname = Lucifer', 'Teufel']	kein_Trinken					
ET00642	Tull	Tull	Substantiv		Tüll, feines Gewebe zu Schleiern	['Tüll', 'feines Gewebe zu Schleiern']	kein_Trinken					
EG01772	grüenzen	grüenzen	Verb		die ausgedroschenen Körner der Cerealien in der Wanne unter drehender Bewegung so schütteln, dass die nackten Körner am Rande, die mit Blatthäutchen (Hos) in der Mitte sich sammeln, worauf sie leicht zu scheiden sind	['die ausgedroschenen Körner der Cerealien in der Wanne unter drehender Bewegung so schütteln', 'dass die nackten Körner am Rande, die mit Blatthäutchen (Hos) in der Mitte sich sammeln', 'worauf sie leicht zu scheiden sind']	kein_Trinken					
EP01991	Beiß	Beiß	Substantiv	1.	Beize	['Beize']	kein_Trinken			Beize	kein_Trinken	kein_Trinken
ES03334	Schnuder	Schnuder	Substantiv	1.	flüssiger Nasenrotz	['flüssiger Nasenrotz']	kein_Trinken					
EZ00017	zabelen 	zabelen	Verb	1.	zappeln	['zappeln']	kein_Trinken			zappeln	kein_Trinken	kein_Trinken
ES01725	Schuck	Schuck	Substantiv		plötzlicher Sommerregen	['plötzlicher Sommerregen']	kein_Trinken					
